,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new term
465,112159842,,13600,13600,13600,60 months,14.08,317.02,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,981xx,WA,24.77,0,Jul-02,0,32.0,,14,0,18187,60.2,34,w,16.08,60 months
466,112152108,,6000,6000,6000,36 months,14.08,205.3,C,C3,Jun-17,Fully Paid,n,,major_purchase,Major purchase,945xx,CA,10.63,0,Aug-02,2,77.0,,19,0,75939,40.9,32,w,16.08,36 months
467,111570165,,7000,7000,7000,36 months,9.44,224.04,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,995xx,AK,20.47,0,Mar-07,0,,,16,0,10959,32.0,19,w,11.44,48 months
468,111778779,,10000,10000,10000,36 months,10.91,326.97,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,109xx,NY,12.04,0,Mar-99,1,43.0,34.0,19,1,9721,21.8,24,w,12.91,48 months
469,111875216,,15000,15000,15000,60 months,19.03,389.36,D,D3,Jun-17,Late (16-30 days),n,,debt_consolidation,Debt consolidation,464xx,IN,4.04,0,Sep-95,0,25.0,,7,0,4092,32.5,12,w,21.03,60 months
470,111997856,,12000,12000,12000,36 months,9.44,384.06,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,201xx,VA,15.92,0,May-89,1,,83.0,8,1,24303,85.0,18,w,11.44,48 months
471,112435335,,35000,35000,35000,36 months,18.06,1266.39,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,960xx,CA,14.13,0,Aug-08,0,,,26,0,22165,61.9,51,w,20.06,48 months
472,112433978,,32000,32000,32000,36 months,9.93,1031.5,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,495xx,MI,17.03,0,Feb-02,0,55.0,,17,0,23944,43.9,49,w,11.93,48 months
473,112030014,,25000,25000,25000,60 months,18.06,635.66,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,390xx,MS,24.68,0,Dec-98,1,48.0,50.0,11,1,11588,41.1,28,w,20.06,60 months
474,112435174,,7500,7500,7500,36 months,11.99,249.08,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,722xx,AR,13.57,0,Jun-12,1,,,11,0,15725,42.0,16,w,13.99,48 months
475,112179927,,10000,10000,10000,60 months,13.59,230.57,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,605xx,IL,21.11,0,Mar-06,0,,,6,0,10412,94.7,14,w,15.59,60 months
476,110090110,,38400,38400,38400,36 months,11.99,1275.25,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,322xx,FL,17.88,1,Aug-06,0,16.0,,17,0,31443,63.4,27,w,13.99,48 months
477,109730880,,30000,30000,30000,36 months,10.91,980.89,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,442xx,OH,33.1,0,Jul-82,0,,,13,0,36519,57.2,17,w,12.91,48 months
478,112040579,,7200,7200,7200,36 months,7.97,225.53,A,A5,Jun-17,Current,n,,other,Other,287xx,NC,13.48,2,Oct-06,0,10.0,,8,0,2189,22.3,12,w,9.969999999999999,48 months
479,112437226,,15000,15000,15000,36 months,16.02,527.51,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,16.62,0,Feb-06,0,36.0,,23,0,31195,39.6,38,w,18.02,48 months
480,112053340,,20000,20000,20000,60 months,9.93,424.26,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,076xx,NJ,17.04,2,May-96,2,11.0,70.0,30,1,8482,19.1,46,w,11.93,60 months
481,112153275,,6500,6500,6500,36 months,19.03,238.37,D,D3,Jun-17,Current,n,,major_purchase,Major purchase,080xx,NJ,8.25,0,Nov-01,0,62.0,,10,0,11090,81.5,15,w,21.03,48 months
482,111826806,,21000,21000,21000,60 months,26.3,632.49,E,E5,Jun-17,Late (31-120 days),n,,credit_card,Credit card refinancing,391xx,MS,16.08,0,Jan-06,1,,,11,0,48157,97.7,26,w,28.3,60 months
483,112079792,,18000,18000,18000,36 months,7.97,563.81,A,A5,Jun-17,Current,n,,home_improvement,Home improvement,705xx,LA,22.34,1,Jun-03,1,18.0,,14,0,13170,45.1,28,w,9.969999999999999,48 months
484,111773574,,4200,4200,4200,36 months,19.03,154.02,D,D3,Jun-17,Current,n,,major_purchase,Major purchase,112xx,NY,9.21,1,Nov-00,1,21.0,,5,0,3051,31.1,18,w,21.03,48 months
485,112229789,,11400,11400,11400,36 months,10.91,372.74,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,240xx,VA,28.61,0,Sep-03,2,,52.0,10,1,4603,32.9,29,w,12.91,48 months
486,109072529,,2500,2500,2500,36 months,7.97,78.31,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,934xx,CA,23.94,0,Apr-98,1,,,5,0,4508,27.8,25,w,9.969999999999999,48 months
487,112015387,,22250,22250,22250,60 months,26.3,670.14,E,E5,Jun-17,Late (31-120 days),n,,other,Other,328xx,FL,13.44,0,Nov-00,0,26.0,,7,0,2688,42.7,13,w,28.3,60 months
488,112433031,,2000,2000,2000,36 months,14.08,68.44,C,C3,Jun-17,Current,n,,car,Car financing,891xx,NV,7.84,0,Oct-09,0,,,5,0,8879,65.8,6,w,16.08,48 months
489,111817428,,16000,16000,16000,36 months,12.62,536.18,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,941xx,CA,15.53,0,Oct-00,0,,,2,0,15755,101.6,4,w,14.62,48 months
490,112169724,,20000,20000,20000,36 months,7.97,626.46,A,A5,Jun-17,Current,n,,other,Other,380xx,TN,17.73,0,Jul-86,0,73.0,57.0,6,1,18424,89.4,18,w,9.969999999999999,48 months
491,110690428,,24000,24000,24000,36 months,16.02,844.01,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,333xx,FL,31.56,1,Feb-99,0,20.0,,20,0,20648,49.5,49,w,18.02,48 months
492,111885729,,1000,1000,1000,36 months,23.88,39.17,E,E2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,086xx,NJ,19.52,0,Jul-04,0,76.0,,9,0,26967,90.5,24,w,25.88,48 months
493,110684117,,16000,16000,16000,60 months,9.44,335.57,B,B1,Jun-17,Current,n,,other,Other,750xx,TX,18.11,0,Mar-03,0,67.0,,7,0,15778,63.1,10,w,11.44,60 months
494,111520301,,10000,10000,10000,60 months,17.09,249.01,D,D1,Jun-17,Current,n,,credit_card,Credit card refinancing,452xx,OH,22.13,0,Sep-07,0,,,16,0,8746,94.0,27,w,19.09,60 months
495,111828051,,14950,14950,14950,36 months,25.82,600.92,E,E4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,596xx,MT,34.31,0,Mar-03,0,,,10,0,7412,59.8,20,w,27.82,48 months
496,111798720,,15000,15000,15000,36 months,11.99,498.15,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,310xx,GA,6.62,0,Sep-09,1,,,6,0,9792,71.5,23,w,13.99,48 months
497,112435188,,12000,12000,12000,60 months,10.42,257.46,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,559xx,MN,25.92,0,Feb-02,5,,,24,0,16373,20.7,46,w,12.42,60 months
498,111848689,,4000,4000,4000,36 months,9.44,128.02,B,B1,Jun-17,Current,n,,home_improvement,Home improvement,945xx,CA,18.24,0,Nov-85,1,,115.0,13,1,976,3.8,36,w,11.44,48 months
499,111839497,,32000,32000,32000,36 months,7.21,991.15,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,933xx,CA,18.99,0,Jun-05,0,,,16,0,18194,31.2,32,w,9.21,48 months
500,112428949,,3900,3900,3900,36 months,10.42,126.62,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,23.22,0,Apr-02,1,31.0,,10,0,4927,36.5,35,w,12.42,48 months
501,112159648,,4000,4000,4000,36 months,10.91,130.79,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,985xx,WA,23.44,2,Sep-96,0,5.0,,7,0,6246,78.1,28,w,12.91,48 months
502,112189781,,20000,20000,20000,36 months,7.97,626.46,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,530xx,WI,29.88,0,Aug-01,0,,,15,0,17320,42.6,29,w,9.969999999999999,48 months
503,112036147,,8400,8400,8400,36 months,9.93,270.77,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,802xx,CO,23.46,0,Jul-96,0,,110.0,12,1,5552,34.9,15,w,11.93,48 months
504,111610846,,1200,1200,1200,36 months,10.42,38.96,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,954xx,CA,34.5,0,Dec-00,0,,,4,0,9104,65.0,11,w,12.42,48 months
505,111985320,,35000,35000,35000,36 months,16.02,1230.85,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,4.69,1,Nov-00,0,20.0,,3,0,6585,86.6,10,w,18.02,48 months
506,112432862,,40000,40000,40000,60 months,13.59,922.25,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,331xx,FL,13.67,1,Feb-90,0,18.0,,18,0,42622,35.3,33,w,15.59,60 months
507,112339591,,7000,7000,7000,36 months,9.93,225.65,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,333xx,FL,12.4,0,Jan-05,0,36.0,,9,0,7361,63.5,18,w,11.93,48 months
508,111861102,,9600,9600,9600,36 months,10.91,313.89,B,B4,Jun-17,Fully Paid,n,,major_purchase,Major purchase,917xx,CA,5.97,0,Jan-99,1,47.0,43.0,10,1,5212,16.0,27,w,12.91,36 months
509,112259753,,9600,9600,9600,36 months,5.32,289.11,A,A1,Jun-17,Current,n,,vacation,Vacation,180xx,PA,13.31,0,Nov-95,0,59.0,,7,0,4191,21.6,22,w,7.32,48 months
510,112289876,,24000,24000,24000,36 months,17.09,856.75,D,D1,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,170xx,PA,31.04,0,Jan-01,0,,,17,0,16651,95.7,36,w,19.09,36 months
511,112029890,,16500,16500,16500,36 months,12.62,552.94,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,926xx,CA,19.3,0,May-09,0,,,6,0,11676,75.3,9,w,14.62,48 months
512,111450571,,25000,25000,25000,60 months,9.93,530.32,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,13.88,0,Sep-01,0,45.0,,11,0,27229,53.0,26,w,11.93,60 months
513,112116744,,7200,7200,7200,36 months,21.45,272.93,D,D5,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,104xx,NY,3.24,0,Apr-12,2,,,8,0,175,1.0,9,f,23.45,48 months
514,112148655,,20000,20000,20000,36 months,7.07,618.19,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,841xx,UT,23.33,0,Nov-01,0,,,20,0,33954,37.7,31,w,9.07,48 months
515,112433823,,5000,5000,5000,36 months,10.42,162.33,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,5.66,0,Oct-06,2,27.0,,11,0,3403,21.7,21,w,12.42,48 months
516,112219924,,6000,6000,6000,36 months,10.91,196.18,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,765xx,TX,21.53,0,Feb-08,0,,,14,0,7220,31.1,22,w,12.91,48 months
517,112436311,,7500,7500,7500,36 months,5.32,225.87,A,A1,Jun-17,Current,n,,medical,Medical expenses,640xx,MO,16.6,0,Mar-00,1,,84.0,16,1,7572,28.0,32,w,7.32,48 months
518,110792756,,20000,20000,20000,36 months,14.08,684.33,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,857xx,AZ,15.23,0,Oct-11,0,,,10,0,21617,45.5,15,w,16.08,48 months
519,111988864,,10000,10000,10000,36 months,11.99,332.1,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,108xx,NY,29.96,0,May-12,0,,,15,0,8409,42.0,16,w,13.99,48 months
520,112369410,,3000,3000,3000,36 months,9.44,96.02,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,32.27,0,Oct-65,0,,,21,0,15526,38.7,34,w,11.44,48 months
521,111070903,,3900,3900,3900,36 months,16.02,137.16,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,945xx,CA,15.17,0,Jul-03,1,,,15,0,17086,35.3,20,w,18.02,48 months
522,111806600,,2000,2000,2000,36 months,10.42,64.93,B,B3,Jun-17,Current,n,,car,Car financing,941xx,CA,11.47,3,Aug-03,0,9.0,,9,0,3369,48.1,20,w,12.42,48 months
523,111975535,,30000,30000,30000,60 months,15.05,714.49,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,120xx,NY,30.01,0,Aug-93,0,,,14,0,50760,48.7,24,w,17.05,60 months
524,112432953,,5000,5000,5000,36 months,5.32,150.58,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,941xx,CA,10.22,0,Feb-88,0,,,17,0,43552,18.3,26,w,7.32,48 months
525,112055177,,10000,10000,10000,36 months,7.21,309.74,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,431xx,OH,14.63,0,Aug-10,0,,,6,0,1525,43.6,18,w,9.21,48 months
526,111909161,,15000,15000,15000,60 months,15.05,357.25,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,331xx,FL,23.78,0,Dec-06,0,,,14,0,21632,34.5,32,w,17.05,60 months
527,112022799,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,900xx,CA,9.44,0,Aug-11,2,,,9,0,15081,20.0,12,w,11.93,48 months
528,111100309,,24000,24000,24000,60 months,15.05,571.59,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,290xx,SC,34.04,0,Feb-03,0,24.0,,11,0,14078,71.5,25,w,17.05,60 months
529,112084808,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,home_improvement,Home improvement,492xx,MI,12.93,0,Mar-90,1,,,8,0,2383,18.3,17,w,12.42,48 months
530,112016655,,3600,3600,3600,36 months,23.88,141.02,E,E2,Jun-17,Fully Paid,n,,home_improvement,Home improvement,062xx,CT,6.13,1,Jul-96,4,9.0,,11,0,3302,17.0,29,w,25.88,36 months
531,111966177,,20000,20000,20000,36 months,9.93,644.69,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,926xx,CA,15.62,0,Jul-05,1,,,11,0,21789,65.0,17,w,11.93,48 months
532,111937716,,35000,35000,35000,36 months,16.02,1230.85,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,114xx,NY,17.62,0,Jan-01,0,49.0,,17,0,38948,85.8,38,w,18.02,48 months
533,111673279,,10000,10000,10000,36 months,10.91,326.97,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,108xx,NY,15.5,1,Apr-02,0,20.0,32.0,8,1,4388,55.5,14,w,12.91,48 months
534,112007907,,4000,4000,4000,36 months,9.93,128.94,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,28.12,0,Jan-07,0,,98.0,13,1,11754,34.1,21,w,11.93,48 months
535,112119513,,12000,12000,12000,36 months,18.06,434.2,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,085xx,NJ,24.42,0,Jan-11,1,,84.0,9,1,11491,33.5,13,w,20.06,48 months
536,111073752,,35000,35000,35000,36 months,14.08,1197.58,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,22.32,7,Feb-02,3,9.0,,26,0,32577,59.2,40,w,16.08,48 months
537,112189601,,2400,2400,2400,36 months,18.06,86.84,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,430xx,OH,12.38,0,Jun-13,2,,,6,0,1454,39.3,12,w,20.06,48 months
538,111618650,,7200,7200,7200,36 months,10.42,233.75,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,270xx,NC,17.9,0,Dec-06,0,,,9,0,9608,48.5,19,w,12.42,48 months
539,111674570,,30000,30000,30000,36 months,11.99,996.29,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,234xx,VA,9.68,0,Feb-02,0,27.0,,9,0,15446,71.2,11,w,13.99,48 months
540,112428620,,25000,25000,25000,36 months,7.35,775.94,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,752xx,TX,10.06,0,Aug-02,0,,,23,0,24716,30.4,53,w,9.35,48 months
541,112035881,,11600,11600,11600,36 months,10.91,379.28,B,B4,Jun-17,Current,n,,medical,Medical expenses,836xx,ID,14.3,0,Jul-95,1,46.0,,9,0,2131,19.4,24,w,12.91,48 months
542,111408841,,33000,33000,33000,60 months,20.0,874.3,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,068xx,CT,17.47,1,Nov-99,0,19.0,,5,0,21740,97.9,9,w,22.0,60 months
543,110152579,,8450,8450,8450,36 months,18.06,305.75,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,225xx,VA,24.2,1,Sep-97,0,21.0,,8,0,9398,61.8,24,w,20.06,48 months
544,112147180,,30000,30000,30000,36 months,12.62,1005.34,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,225xx,VA,21.06,0,Jul-94,0,52.0,,16,0,23061,83.9,35,w,14.62,48 months
545,111112628,,20000,20000,20000,60 months,24.85,585.27,E,E3,Jun-17,Current,n,,other,Other,338xx,FL,23.62,0,Jul-07,0,35.0,,7,0,7842,55.6,15,w,26.85,60 months
546,112049106,,4350,4350,4350,36 months,13.59,147.81,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,272xx,NC,31.17,2,Nov-90,1,16.0,,12,0,2731,36.9,22,w,15.59,48 months
547,112433691,,15000,15000,15000,36 months,20.0,557.46,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,782xx,TX,19.76,0,Dec-10,0,54.0,,7,0,10710,61.9,11,w,22.0,48 months
548,111622087,,3000,3000,3000,36 months,9.93,96.71,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,9.25,0,Jul-10,1,,,9,0,2227,10.3,10,w,11.93,48 months
549,112063963,,40000,40000,40000,60 months,9.93,848.51,B,B2,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,921xx,CA,16.05,1,Mar-97,0,17.0,,11,0,474228,53.3,27,w,11.93,60 months
550,111835585,,18000,18000,18000,36 months,9.93,580.22,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,038xx,NH,22.26,2,Aug-94,0,6.0,,6,0,16004,87.0,13,w,11.93,48 months
551,111825505,,10000,10000,10000,60 months,16.02,243.29,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,923xx,CA,26.12,0,Jan-94,2,24.0,,7,0,10759,29.7,11,w,18.02,60 months
552,111075550,,8000,8000,8000,36 months,9.44,256.04,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,293xx,SC,65.01,0,Sep-86,0,,70.0,13,2,7326,33.3,21,w,11.44,48 months
553,112133443,,6000,6000,6000,36 months,9.44,192.03,B,B1,Jun-17,Late (31-120 days),n,,debt_consolidation,Debt consolidation,346xx,FL,0.43,0,Nov-06,1,,,6,0,3240,16.5,7,w,11.44,48 months
554,112118192,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,17.82,0,Aug-87,0,,,15,0,10786,70.5,21,w,9.969999999999999,48 months
555,110887979,,26875,26875,26875,36 months,29.69,1136.33,F,F2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,13.13,0,Oct-01,2,,,13,0,30585,55.1,16,f,31.69,48 months
556,110488731,,24000,24000,24000,36 months,14.08,821.2,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,660xx,KS,8.9,2,Mar-05,2,19.0,,13,0,2679,31.9,38,w,16.08,48 months
557,111885714,,4000,4000,4000,36 months,12.62,134.05,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,557xx,MN,33.76,2,Sep-03,0,7.0,,7,0,847,84.7,28,w,14.62,48 months
558,109902432,,8000,8000,8000,36 months,7.35,248.3,A,A4,Jun-17,Current,n,,home_improvement,Home improvement,112xx,NY,3.3,0,Mar-01,1,73.0,,12,0,0,0.0,31,w,9.35,48 months
559,112049071,,20000,20000,20000,60 months,18.06,508.53,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,727xx,AR,25.86,1,Jun-99,1,4.0,,14,0,19997,54.9,29,w,20.06,60 months
560,112036970,,4000,4000,4000,36 months,9.93,128.94,B,B2,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,921xx,CA,6.09,0,Mar-99,0,,56.0,6,1,5414,66.0,12,w,11.93,36 months
561,112169671,,3000,3000,3000,36 months,12.62,100.54,C,C1,Jun-17,Current,n,,medical,Medical expenses,906xx,CA,20.16,0,Apr-00,1,31.0,60.0,13,2,11058,82.5,23,w,14.62,48 months
562,112052584,,17325,17325,17325,36 months,14.08,592.81,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,26.38,0,Nov-06,0,51.0,,28,0,16595,91.2,40,w,16.08,48 months
563,112433772,,5000,5000,5000,36 months,9.44,160.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,790xx,TX,26.09,0,Sep-05,0,,,8,0,14894,60.1,21,w,11.44,48 months
564,112409635,,11000,11000,11000,36 months,9.44,352.06,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,657xx,MO,26.43,0,Feb-04,0,,,11,0,24327,50.8,26,w,11.44,48 months
565,110956779,,6850,6850,6850,36 months,7.35,212.61,A,A4,Jun-17,Current,n,,car,Car financing,830xx,WY,4.49,0,Feb-12,0,,,9,0,8588,25.0,11,w,9.35,48 months
566,112389601,,1000,1000,1000,36 months,12.62,33.52,C,C1,Jun-17,Current,n,,vacation,Vacation,462xx,IN,24.1,1,Jul-04,0,20.0,,13,0,24798,92.2,21,w,14.62,48 months
567,109647002,,9600,9600,9600,36 months,7.07,296.73,A,A2,Jun-17,Current,n,,home_improvement,Home improvement,067xx,CT,6.04,0,Oct-02,0,40.0,,16,0,15614,16.6,31,w,9.07,48 months
568,112432444,,2200,2200,2200,36 months,7.97,68.91,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,297xx,SC,25.93,1,Apr-05,0,11.0,57.0,7,1,2276,65.0,12,w,9.969999999999999,48 months
569,112061813,,35000,35000,35000,36 months,21.45,1326.73,D,D5,Jun-17,Current,n,,credit_card,Credit card refinancing,100xx,NY,14.48,0,Jun-08,0,,,9,0,57639,92.7,23,w,23.45,48 months
570,112431845,,30000,30000,30000,60 months,20.0,794.82,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,23.27,0,Aug-95,1,28.0,,20,0,61899,75.9,23,w,22.0,60 months
571,110927192,,19600,19600,19600,36 months,12.62,656.82,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,653xx,MO,20.19,2,Jan-78,0,6.0,,8,0,8424,80.2,12,w,14.62,48 months
572,111988810,,32000,32000,32000,36 months,18.06,1157.85,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,435xx,OH,26.47,0,Apr-88,0,,85.0,9,2,14298,75.3,20,w,20.06,48 months
573,112034833,,18000,18000,18000,36 months,7.21,557.52,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,461xx,IN,19.48,0,Apr-03,1,,,16,0,5522,8.2,30,w,9.21,48 months
574,111684317,,20000,20000,20000,36 months,11.99,664.2,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,077xx,NJ,24.35,0,Jan-10,0,,,11,0,17642,75.7,21,w,13.99,48 months
575,111875261,,4000,4000,4000,36 months,14.08,136.87,C,C3,Jun-17,Current,n,,other,Other,072xx,NJ,32.13,0,Mar-13,0,,,5,0,3401,87.2,6,w,16.08,48 months
576,111730943,,6100,6100,6100,36 months,18.06,220.72,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,790xx,TX,29.1,0,Feb-05,0,,,7,0,8575,50.4,9,w,20.06,48 months
577,111672513,,35000,35000,35000,36 months,14.08,1197.58,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,169xx,PA,4.89,0,Oct-03,1,61.0,,4,0,7852,41.5,16,w,16.08,48 months
578,111895285,,30000,30000,30000,36 months,19.03,1100.14,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,18.13,1,Dec-78,2,22.0,,17,0,16803,35.3,39,w,21.03,48 months
579,112046960,,32000,32000,32000,36 months,11.99,1062.71,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,432xx,OH,28.55,1,Sep-96,0,15.0,,17,0,29666,39.5,50,w,13.99,48 months
580,111997071,,12000,12000,12000,60 months,9.44,251.68,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,794xx,TX,14.75,0,Dec-02,0,,,7,0,8073,52.1,15,w,11.44,60 months
581,110611463,,14000,14000,14000,60 months,13.59,322.79,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,613xx,IL,24.15,0,Oct-99,0,,,13,0,13478,70.9,25,w,15.59,60 months
582,110848087,,12600,12600,12600,60 months,18.06,320.37,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,646xx,MO,16.08,0,May-11,0,,,4,0,14912,97.5,5,w,20.06,60 months
583,111100414,,21000,21000,21000,36 months,13.59,713.56,C,C2,Jun-17,Current,n,,home_improvement,Home improvement,890xx,NV,18.49,3,Jul-02,1,9.0,86.0,10,1,12611,84.1,20,w,15.59,48 months
584,112082820,,7200,7200,7200,36 months,16.02,253.21,C,C5,Jun-17,Current,n,,other,Other,104xx,NY,13.76,0,Nov-07,0,,,3,0,5083,84.7,3,w,18.02,48 months
585,112035813,,16000,16000,16000,36 months,10.91,523.14,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,633xx,MO,9.88,0,Jun-99,0,45.0,,8,0,18925,61.8,15,w,12.91,48 months
586,111531536,,12000,12000,12000,36 months,9.93,386.82,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,461xx,IN,11.08,2,Jun-95,0,22.0,,8,0,22935,74.0,15,w,11.93,48 months
587,111081348,,35000,35000,35000,36 months,16.02,1230.85,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,220xx,VA,21.45,0,Sep-04,0,,,6,0,34854,91.0,25,w,18.02,48 months
588,112149800,,23000,23000,23000,60 months,14.08,536.13,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,070xx,NJ,17.75,4,Feb-06,0,3.0,,10,0,20229,49.9,35,w,16.08,60 months
589,111815971,,36000,36000,36000,36 months,5.32,1084.14,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,379xx,TN,12.51,0,Dec-91,2,,,22,0,18938,16.3,36,w,7.32,48 months
590,112017562,,15000,15000,15000,60 months,11.99,333.6,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,078xx,NJ,21.78,0,Jan-06,0,,,15,0,10402,73.8,38,w,13.99,60 months
591,111925323,,24000,24000,24000,60 months,15.05,571.59,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,958xx,CA,29.09,0,Sep-94,1,,29.0,14,3,29292,74.2,23,w,17.05,60 months
592,112199673,,20000,20000,20000,60 months,18.06,508.53,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,761xx,TX,31.57,2,May-86,0,11.0,45.0,13,1,16443,74.1,26,w,20.06,60 months
